anfektelse	0.2629483856329789	75
bit	0.5582768895517626	1492
bølge	0.44051642323822	1649
damp	0.46866448479688994	856
data	0.5043702818162313	1325
egg	0.5233937266425375	1598
etterforskning	0.16316971881167727	1061
fag	0.3341248370737415	2000
fil	0.6057936900886789	345
forhold	0.47808827797371994	2000
formiddag	0.060055203266322535	1317
frakk	0.42028149359594874	392
gress	0.42302159119721805	622
horisont	0.5316987107554605	491
husrom	0.34916373595400224	736
idiot	0.33050786263341286	91
kart	0.28285641718528426	2000
katt	0.4743786185084648	1121
kjemi	0.3725402987668645	1228
kloakk	0.32079815920395066	984
land	0.2951750330142194	2000
leder	0.3595100046074008	2000
leilighet	0.5579004280620374	2000
linse	0.4760773540083041	382
lyng	0.4701157902969977	293
mening	0.29456696958696266	2000
mål	0.39883105441700223	2000
operasjon	0.5670802564804578	1423
plattform	0.5537497943556751	1061
pære	0.49707355351360233	70
rad	0.2994417727147858	1756
rev	0.5670140590164361	500
ris	0.5700166437653423	573
sete	0.5618931873609749	1460
skjerm	0.5110393989928703	782
stoff	0.4266631794813563	2000
tro	0.5719532319814884	2000
tropp	0.4237602165610569	1347
varsel	0.33323630735458387	1463
ørret	0.46126172306619256	179
