anfektelse	0.011658847332000732	75
bit	0.13879072666168213	1492
bølge	0.012637078762054443	1649
damp	0.04310154914855957	856
data	0.04300737380981445	1325
egg	0.026417016983032227	1598
etterforskning	0.0014418959617614746	1061
fag	0.0027337074279785156	2000
fil	0.11788046360015869	345
forhold	0.011003434658050537	2000
formiddag	0.0010665655136108398	1317
frakk	0.040041446685791016	392
gress	0.007412850856781006	622
horisont	0.1038670539855957	491
husrom	0.04926556348800659	736
idiot	0.024595201015472412	91
kart	0.008208036422729492	2000
katt	0.027835845947265625	1121
kjemi	0.006655573844909668	1228
kloakk	0.007381796836853027	984
land	0.003184020519256592	2000
leder	0.016830086708068848	2000
leilighet	0.1973567008972168	2000
linse	0.007732987403869629	382
lyng	0.048656463623046875	293
mening	0.020296692848205566	2000
mål	0.06693422794342041	2000
operasjon	0.017080068588256836	1423
plattform	0.037365734577178955	1061
pære	0.06533324718475342	70
rad	0.004012465476989746	1756
rev	0.026836633682250977	500
ris	0.017081856727600098	573
sete	0.017946481704711914	1460
skjerm	0.05654442310333252	782
stoff	0.023679792881011963	2000
tro	0.029124736785888672	2000
tropp	0.015970468521118164	1347
varsel	0.03825664520263672	1463
ørret	0.05555605888366699	179
