авторитет	0.021566684598947526
амбиция	0.028870683717687393
апостол	0.011987801328406336
благодарность	0.013979045780697665
блин	0.026767954329649835
блондин	0.0009731933410163852
брат	0.045747713297545255
бригада	0.16777015526551878
веер	0.05798109420165493
век	0.023108154627775632
верховье	0.030970814695844884
возраст	0.01928128357884583
вызов	0.005811915764887827
головка	0.017877101818621937
грех	0.017260379412380674
дух	0.04164870191617859
дядька	0.07245096283454946
дядя	0.04765319274860276
железо	0.05344400979998598
жесть	0.04536686757418117
живот	0.07495862841820733
заблуждение	0.0364618442957462
завод	0.03442503568533154
закладка	0.07463312685757473
земля	0.04943896569113163
издательство	0.0077773668469798005
итальянец	0.005958266952590257
кабан	0.017845287029086707
карман	0.04076217950650129
крушение	0.025918941239080142
крыша	0.024728870891795443
кулиса	0.13752953728376072
лечение	0.01470668037869055
линейка	0.06784410200444967
лишение	0.0011701093233338995
локоть	0.016110600137450415
лох	0.14025269753270614
любовник	0.019291503954653063
любовь	0.00513428919296595
маньяк	0.04718635344299623
монстр	0.02632037717080221
наволочка	0.03419113536070983
название	0.020848554060777177
наложение	0.009916882180235655
облако	0.027249302265376148
обоснование	0.02879793477465478
огонь	0.04248880446158322
памятник	0.014033268663157131
пафос	0.015094608472855644
писк	0.031200413979795408
план	0.058260067136966194
поколение	0.013692964688079097
половинка	0.01803199668473912
полоса	0.03931944591316657
полость	0.06056878629363478
полукруг	0.01137087138142838
помощник	0.011382208568047697
понедельник	0.001446631995777064
поставщик	0.021244967006365863
поэзия	0.03373249746603442
правда	0.04187482316698185
предательство	0.0002584897523444029
прецедент	0.014881751443859965
пролетарий	0.03721820215843086
промышленность	0.016144486984703957
проникновение	0.0013961990536930236
прорыв	0.04300639920542539
путь	0.0262631070278568
радикал	0.03102309058846769
размышление	0.010320326388046419
ранец	0.0615925601537673
расчет	0.043607533484010974
риторика	0.0566823117551362
роспись	0.16512915041231283
сверстник	0.000545554955007685
связка	0.035136040678099285
собрат	0.05072910317700449
совершенство	0.02162994924868552
советчик	0.037471687773327836
союзник	0.041990573884748174
список	0.03608988350990989
спутник	0.060395859584460344
ссылка	0.049794522618713824
стена	0.028782132481741964
стипендия	0.04190913575457945
стол	0.021090471759121175
тачка	0.032375827872412076
тупик	0.07206233136414596
увольнение	0.012248037835136961
углеводород	0.048194546848287105
удобство	0.03704997794185027
уклад	0.020129037492846398
университет	0.018503312836841264
установление	0.00518721892545465
фаворит	0.06120865950556053
формат	0.04556601718596783
формула	0.013426122159185008
хозяйка	0.022104384753131423
хор	0.021948673212927133
хрен	0.17811789014756263
цензура	0.00867609031679759
центр	0.025408599360277728
цифра	0.031731445279664657
частица	0.062484676714892336
чек	0.07033157035369393
четверть	0.054486310242812704
штаб	0.038324889365492755
эшелон	0.03431950425549314
юбилей	0.004977516151197413
ядро	0.06910908049039582
ясли	0.08545765033457205
