attack	0.2562647955972206
bag	0.24307577957132306
ball	0.34624737848345233
bit	0.3883210186046369
chairman	0.15733677733812504
circle	0.18694915181227903
contemplation	0.1767453315168601
donkey	0.22315193861210186
edge	0.2600931214893991
face	0.2304529213775094
fiction	0.3065992701437038
gas	0.3059552769078325
graft	0.3490279609858692
head	0.28022157077129894
land	0.28334604389305584
lane	0.2787555369457221
lass	0.14396500752305705
multitude	0.21475065667353022
ounce	0.2203843688502614
part	0.2873649211251348
pin	0.20305930941963155
plane	0.661119855488189
player	0.1888263736027461
prop	0.3816229973236119
quilt	0.19997503447116716
rag	0.30303347362937366
record	0.40962218724157995
relationship	0.2673560505302144
risk	0.21835120751095624
savage	0.2568914883175115
stab	0.3015572730567147
stroke	0.21868313188569513
thump	0.21197638406392938
tip	0.3419253241035162
tree	0.2455513493086522
twist	0.3453374413889678
word	0.2645078795852459
