авторитет	0.001528918743133545	2000
амбиция	0.013966679573059082	403
апостол	0.0008738040924072266	2000
благодарность	0.0013009905815124512	2000
блин	0.0016008615493774414	1406
блондин	8.660554885864258e-05	624
брат	0.003914952278137207	2000
бригада	0.08840906620025635	2000
веер	0.014747023582458496	1275
век	0.0019782185554504395	2000
верховье	0.0028113126754760742	779
возраст	0.0032500624656677246	2000
вызов	0.0005425214767456055	2000
головка	0.00897061824798584	2000
грех	0.00032842159271240234	2000
дух	0.0048177242279052734	2000
дядька	0.024374067783355713	1296
дядя	0.009163737297058105	2000
железо	0.008132576942443848	2000
жесть	0.005094408988952637	407
живот	0.02315068244934082	2000
заблуждение	0.0030611157417297363	2000
завод	0.0033826828002929688	2000
закладка	0.018803119659423828	639
земля	0.006805360317230225	2000
издательство	0.0033165812492370605	1147
итальянец	0.0005460381507873535	2000
кабан	0.0030692219734191895	846
карман	0.0076787471771240234	2000
крушение	0.003966569900512695	1570
крыша	0.0016349554061889648	2000
кулиса	0.035550594329833984	23
лечение	0.0015355348587036133	2000
линейка	0.013441622257232666	1282
лишение	9.715557098388672e-05	2000
локоть	0.0014391541481018066	2000
лох	0.045986294746398926	169
любовник	0.0009933710098266602	1975
любовь	0.00023043155670166016	2000
маньяк	0.004696488380432129	274
монстр	0.003984510898590088	274
наволочка	0.007052183151245117	362
название	0.0010315775871276855	2000
наложение	0.0019073486328125	352
облако	0.0024019479751586914	2000
обоснование	0.00464630126953125	860
огонь	0.0023916959762573242	2000
памятник	0.0013910531997680664	2000
пафос	0.0020200610160827637	1493
писк	0.0014681220054626465	712
план	0.003997206687927246	2000
поколение	0.000728607177734375	2000
половинка	0.010474860668182373	768
полоса	0.003099799156188965	2000
полость	0.011614859104156494	1109
полукруг	0.0006234645843505859	706
помощник	0.0014606118202209473	2000
понедельник	0.0003666877746582031	2000
поставщик	0.005526483058929443	762
поэзия	0.002293109893798828	2000
правда	0.005492508411407471	2000
предательство	1.6987323760986328e-05	1417
прецедент	0.0017224550247192383	258
пролетарий	0.0040503740310668945	276
промышленность	0.0023224353790283203	2000
проникновение	0.00015211105346679688	1100
прорыв	0.012452781200408936	1154
путь	0.0019371509552001953	2000
радикал	0.002306997776031494	812
размышление	0.0006972551345825195	2000
ранец	0.006621301174163818	527
расчет	0.008070707321166992	2000
риторика	0.006377518177032471	596
роспись	0.060704708099365234	1238
сверстник	0.0006484389305114746	1361
связка	0.0026034116744995117	1444
собрат	0.013945937156677246	972
совершенство	0.0018265843391418457	2000
советчик	0.005971550941467285	435
союзник	0.004765033721923828	2000
список	0.006083428859710693	2000
спутник	0.011499941349029541	2000
ссылка	0.005277752876281738	2000
стена	0.0014084577560424805	2000
стипендия	0.01687788963317871	698
стол	0.004323303699493408	2000
тачка	0.006281673908233643	773
тупик	0.015026867389678955	1381
увольнение	0.002674102783203125	1390
углеводород	0.0025919675827026367	590
удобство	0.0031622648239135742	2000
уклад	0.0014824867248535156	1038
университет	0.0009726285934448242	2000
установление	0.00349503755569458	2000
фаворит	0.009647607803344727	617
формат	0.006481051445007324	392
формула	8.273124694824219e-05	2000
хозяйка	0.00014477968215942383	2000
хор	0.002196788787841797	2000
хрен	0.07737559080123901	1077
цензура	6.318092346191406e-06	2000
центр	0.004098773002624512	2000
цифра	0.0035736560821533203	2000
частица	0.013646602630615234	2000
чек	0.013453006744384766	1012
четверть	0.00542217493057251	2000
штаб	0.00228959321975708	2000
эшелон	0.00295102596282959	1146
юбилей	0.00023490190505981445	1952
ядро	0.015089452266693115	2000
ясли	0.015363574028015137	352
