авторитет	0.2851047710398113	2000
амбиция	0.23033458168174098	403
апостол	0.22135736621382732	2000
благодарность	0.1494589463734902	2000
блин	0.2726835452808365	1406
блондин	0.04262943482228505	624
брат	0.3699395421220963	2000
бригада	0.3007630134773482	2000
веер	0.33305637085786866	1275
век	0.33702523919054905	2000
верховье	0.28114045969393137	779
возраст	0.32005854113740473	2000
вызов	0.23909922296444652	2000
головка	0.20445675104547612	2000
грех	0.2911406435695198	2000
дух	0.30096160482333945	2000
дядька	0.2920387910322722	1296
дядя	0.23452688208677017	2000
железо	0.39133526428390275	2000
жесть	0.3285470750909236	407
живот	0.2702358878489101	2000
заблуждение	0.2773537443351942	2000
завод	0.2580334413057523	2000
закладка	0.3088279627867407	639
земля	0.39597662325789695	2000
издательство	0.1532651680739793	1147
итальянец	0.1650839498021628	2000
кабан	0.32341218016219414	846
карман	0.24473431009454874	2000
крушение	0.265765924815056	1570
крыша	0.276792233210096	2000
кулиса	0.3103349999995571	23
лечение	0.18602166951737395	2000
линейка	0.35427057522655936	1282
лишение	0.06375247842250921	2000
локоть	0.21403514019194786	2000
лох	0.3729107612813892	169
любовник	0.2928176639730661	1975
любовь	0.14329971255024226	2000
маньяк	0.28346518897942596	274
монстр	0.23426454168644323	274
наволочка	0.2815209643335922	362
название	0.2893172880898567	2000
наложение	0.0542320192308605	352
облако	0.30141185857587616	2000
обоснование	0.20093574701533853	860
огонь	0.3716693755561168	2000
памятник	0.32896639028999586	2000
пафос	0.2447813148101668	1493
писк	0.2501977959314377	712
план	0.3633306288017516	2000
поколение	0.1906557280011381	2000
половинка	0.23385679853708166	768
полоса	0.33429866099112854	2000
полость	0.2814565918196771	1109
полукруг	0.16205508528829954	706
помощник	0.20711386007203067	2000
понедельник	0.09127418142310693	2000
поставщик	0.18970000294594552	762
поэзия	0.3084031904824467	2000
правда	0.3376656638632039	2000
предательство	0.009751062483931795	1417
прецедент	0.13428035769302377	258
пролетарий	0.2887534010469656	276
промышленность	0.13387945240885654	2000
проникновение	0.06854320590944947	1100
прорыв	0.2918598367266442	1154
путь	0.3088573805956441	2000
радикал	0.35334664097711443	812
размышление	0.09888261725805156	2000
ранец	0.29367741373136025	527
расчет	0.35484860442012217	2000
риторика	0.3027942897591186	596
роспись	0.37300291100924626	1238
сверстник	0.07314642496199342	1361
связка	0.3662693449182422	1444
собрат	0.37473835642816217	972
совершенство	0.2620100738148581	2000
советчик	0.2701731411581123	435
союзник	0.20431379398452856	2000
список	0.3707391455988384	2000
спутник	0.2800773903127368	2000
ссылка	0.3379099277773901	2000
стена	0.38699276903814533	2000
стипендия	0.20371914848210945	698
стол	0.3661268152837218	2000
тачка	0.3016451820598162	773
тупик	0.28867522915340954	1381
увольнение	0.16932556448040592	1390
углеводород	0.20511876256384431	590
удобство	0.3155540678258507	2000
уклад	0.2447656619795373	1038
университет	0.2016226831162605	2000
установление	0.11405316492094858	2000
фаворит	0.31234669459216313	617
формат	0.27681835607256317	392
формула	0.05132165528758777	2000
хозяйка	0.062396917105079906	2000
хор	0.319878495405318	2000
хрен	0.309368254796451	1077
цензура	0.005822975678026069	2000
центр	0.29705033739154046	2000
цифра	0.30859453356958816	2000
частица	0.353448189806863	2000
чек	0.3541161108915417	1012
четверть	0.2830201627576113	2000
штаб	0.24136218992354025	2000
эшелон	0.2888269495678202	1146
юбилей	0.13321050871006154	1952
ядро	0.33050340353487845	2000
ясли	0.3230319641549591	352
